,IdE,NombreE,ApellidoE,FechaNacE,EdadE,GeneroE
8008,E00008009,José,Aguilar,2019-03-28,3,Masculino
8009,E00008010,Julián,Vergara,2018-03-17,4,Masculino
8010,E00008011,Aurora,Rendón,2020-01-20,2,Femenino
8011,E00008012,Liliana,Méndez,2018-02-02,4,Femenino
8012,E00008013,Stella,Santos,2019-02-16,3,Femenino
8013,E00008014,Sandra,Gómez,2019-06-15,3,Femenino
8014,E00008015,Rafael,Rodríguez,2018-04-03,4,Masculino
8015,E00008016,Diana,Sierra,2018-02-24,4,Femenino
8016,E00008017,César,Rodríguez,2020-01-20,2,Masculino
8017,E00008018,Luz,Camargo,2018-08-10,4,Femenino
8018,E00008019,Juan,Fernández,2019-05-18,3,Masculino
8019,E00008020,James,Muñoz,2019-10-20,3,Masculino
8020,E00008021,Carlos,Muñoz,2018-07-25,4,Masculino
8021,E00008022,Karol,Jiménez,2018-05-26,4,Femenino
8022,E00008023,Didier,Barrios,2018-06-09,4,Masculino
8023,E00008024,Andrés,Arias,2019-08-23,3,Masculino
8024,E00008025,Andrés,Velásquez,2020-05-11,2,Masculino
8025,E00008026,Dayana,Londoño,2018-01-01,4,Femenino
8026,E00008027,Juana,Ochoa,2017-10-09,5,Femenino
8027,E00008028,María,Padilla,2020-07-22,2,Femenino
8028,E00008029,Felipe,Pulido,2018-08-08,4,Masculino
8029,E00008030,Gabriel,Nieto,2018-12-07,3,Masculino
8030,E00008031,Erika,Rincón,2020-06-21,2,Femenino
8031,E00008032,José,Prieto,2019-06-30,3,Masculino
8032,E00008033,Juan,Gómez,2019-12-31,2,Masculino
8033,E00008034,José,Rodríguez,2018-04-30,4,Masculino
8034,E00008035,Jorge,Rendón,2018-02-15,4,Masculino
8035,E00008036,Henry,Arango,2018-09-29,4,Masculino
8036,E00008037,Giovanni,Restrepo,2020-01-24,2,Masculino
8037,E00008038,Paola,Mora,2017-12-25,4,Femenino
8038,E00008039,Erika,Correa,2020-08-18,2,Femenino
8039,E00008040,Gerson,Cárdenas,2019-06-30,3,Masculino
8040,E00008041,María,Hernández,2019-02-05,3,Femenino
8041,E00008042,Juan,Castro,2019-11-22,3,Masculino
8042,E00008043,Fanny,Barragán,2019-09-18,3,Femenino
8043,E00008044,Carmen,Ruiz,2020-07-22,2,Femenino
8044,E00008045,Cecilia,Ortiz,2020-03-03,2,Femenino
8045,E00008046,Edgar,Rojas,2018-11-24,4,Masculino
8046,E00008047,Catalina,Vargas,2018-04-27,4,Femenino
8047,E00008048,Héctor,González,2019-07-24,3,Masculino
8048,E00008049,Beatriz,Palacios,2017-12-18,4,Femenino
8049,E00008050,Leonel,Tamayo,2019-12-05,3,Masculino
8050,E00008051,Ariel,Sánchez,2019-10-25,3,Masculino
8051,E00008052,José,Barrios,2019-04-02,3,Masculino
8052,E00008053,William,Gutiérrez,2020-07-21,2,Masculino
8053,E00008054,Sergio,Rengifo,2020-07-14,2,Masculino
8054,E00008055,Víctor,Muñoz,2017-09-03,5,Masculino
8055,E00008056,María,Mena,2019-01-29,3,Femenino
8056,E00008057,Fredy,Alfonso,2020-03-03,2,Masculino
8057,E00008058,Stella,Muñoz,2018-03-04,4,Femenino
8058,E00008059,David,Bermúdez,2018-11-22,4,Masculino
8059,E00008060,María,Ramos,2020-04-20,2,Femenino
8060,E00008061,José,Jiménez,2018-06-21,4,Masculino
8061,E00008062,Isabel,Vargas,2019-05-13,3,Femenino
8062,E00008063,Patricia,Medina,2018-11-30,4,Femenino
8063,E00008064,María,Parra,2018-11-02,4,Femenino
8064,E00008065,Karina,Muñoz,2020-08-03,2,Femenino
8065,E00008066,Patricia,Vera,2020-07-19,2,Femenino
8066,E00008067,Laura,Moreno,2018-03-25,4,Femenino
8067,E00008068,Hernán,Ariza,2019-11-13,3,Masculino
8068,E00008069,Argemiro,Romero,2019-09-07,3,Masculino
8069,E00008070,Valeria,Vargas,2018-12-18,3,Femenino
8070,E00008071,Patricia,Ríos,2020-05-02,2,Femenino
8071,E00008072,Ricardo,Castellanos,2019-01-07,3,Masculino
8072,E00008073,Carlos,Perea,2019-02-23,3,Masculino
8073,E00008074,María,Mosquera,2019-08-01,3,Femenino
8074,E00008075,David,Monsalve,2018-01-26,4,Masculino
8075,E00008076,Gladys,Meneses,2020-06-02,2,Femenino
8076,E00008077,José,Muñoz,2020-01-21,2,Masculino
8077,E00008078,Ricardo,Díaz,2020-05-20,2,Masculino
8078,E00008079,Gloria,Figueroa,2019-10-10,3,Femenino
8079,E00008080,Bernardo,Naranjo,2018-06-11,4,Masculino
8080,E00008081,Bladimir,González,2020-07-17,2,Masculino
8081,E00008082,Johan,Bolaños,2019-10-06,3,Masculino
8082,E00008083,Juan,Morales,2019-09-25,3,Masculino
8083,E00008084,Marcela,Bolívar,2019-01-05,3,Femenino
8084,E00008085,Alexander,Alarcón,2017-09-01,5,Masculino
8085,E00008086,Óscar,Hurtado,2020-05-05,2,Masculino
8086,E00008087,Carlos,Morales,2018-03-27,4,Masculino
8087,E00008088,Miriam,Ballesteros,2018-06-14,4,Femenino
8088,E00008089,Alirio,Orozco,2020-07-25,2,Masculino
8089,E00008090,Edith,López,2020-07-17,2,Femenino
8090,E00008091,Gregorio,Rojas,2018-01-22,4,Masculino
8091,E00008092,Fernando,Duarte,2019-07-28,3,Masculino
8092,E00008093,Gladis,Martínez,2018-10-19,4,Femenino
8093,E00008094,Diego,Rodríguez,2020-07-13,2,Masculino
8094,E00008095,Jorge,Zapata,2020-07-24,2,Masculino
8095,E00008096,Andrés,Osorio,2019-09-30,3,Masculino
8096,E00008097,Enrique,Cárdenas,2018-10-28,4,Masculino
8097,E00008098,Marleny,Rodríguez,2017-09-17,5,Femenino
8098,E00008099,Angie,Carrillo,2018-01-03,4,Femenino
8099,E00008100,David,Hurtado,2020-03-18,2,Masculino
8100,E00008101,Javier,Rodríguez,2019-06-15,3,Masculino
8101,E00008102,Alexander,Sánchez,2019-10-04,3,Masculino
8102,E00008103,Álvaro,Peña,2018-05-23,4,Masculino
8103,E00008104,Antonio,Reyes,2018-05-26,4,Masculino
8104,E00008105,Nicolás,Herrera,2019-04-06,3,Masculino
8105,E00008106,Andrés,Martínez,2019-04-15,3,Masculino
8106,E00008107,Victoria,Gómez,2019-09-03,3,Femenino
8107,E00008108,Ernesto,Benítez,2019-10-27,3,Masculino
8108,E00008109,Esther,Herrera,2019-08-10,3,Femenino
8109,E00008110,Camilo,Ospina,2020-01-24,2,Masculino
8110,E00008111,Santiago,Carmona,2017-10-26,5,Masculino
8111,E00008112,Clemencia,Bolaños,2020-06-11,2,Femenino
8112,E00008113,Álvaro,Peña,2018-09-03,4,Masculino
8113,E00008114,Gabriel,Ospino,2020-05-14,2,Masculino
8114,E00008115,Carmen,Herrera,2017-11-16,5,Femenino
8115,E00008116,Alejandra,Márquez,2019-11-06,3,Femenino
8116,E00008117,Isabel,Marín,2018-07-28,4,Femenino
8117,E00008118,Emiro,Montoya,2019-07-13,3,Masculino
8118,E00008119,Alonso,Gutiérrez,2017-10-19,5,Masculino
8119,E00008120,José,Hurtado,2020-02-22,2,Masculino
8120,E00008121,Amanda,Quiroz,2018-05-17,4,Femenino
8121,E00008122,Yineth,Puentes,2019-03-21,3,Femenino
8122,E00008123,Sebastián,Cuesta,2018-12-04,4,Masculino
8123,E00008124,Elena,Acosta,2018-09-25,4,Femenino
8124,E00008125,Marino,Gómez,2018-02-12,4,Masculino
8125,E00008126,Martha,Suárez,2018-12-27,3,Femenino
8126,E00008127,Orlando,Córdoba,2019-08-18,3,Masculino
8127,E00008128,Andrea,Bernal,2018-09-09,4,Femenino
8128,E00008129,Héctor,Pérez,2018-06-18,4,Masculino
8129,E00008130,Antonio,López,2020-04-20,2,Masculino
8130,E00008131,Martha,Ramírez,2020-01-10,2,Femenino
8131,E00008132,Maritza,Carrillo,2020-01-09,2,Femenino
8132,E00008133,Jeisson,Moreno,2020-04-17,2,Masculino
8133,E00008134,Lina,Ramírez,2020-05-02,2,Femenino
8134,E00008135,Elizabeth,Serna,2019-12-18,2,Femenino
8135,E00008136,Concepción,Gómez,2017-11-04,5,Femenino
8136,E00008137,Gilma,Angulo,2019-12-22,2,Femenino
8137,E00008138,Manuel,García,2019-01-26,3,Masculino
8138,E00008139,Nelson,Amaya,2020-02-15,2,Masculino
8139,E00008140,Elena,Restrepo,2019-03-08,3,Femenino
8140,E00008141,Víctor,Torres,2019-12-23,2,Masculino
8141,E00008142,Alejandro,Narváez,2018-12-16,3,Masculino
8142,E00008143,Patricia,Montoya,2019-09-25,3,Femenino
8143,E00008144,Sebastián,Martínez,2020-03-31,2,Masculino
8144,E00008145,Janneth,Mena,2020-07-18,2,Femenino
8145,E00008146,Vicente,Chaparro,2018-05-31,4,Masculino
8146,E00008147,Javier,Agudelo,2018-01-06,4,Masculino
8147,E00008148,María,Aguirre,2017-09-05,5,Femenino
8148,E00008149,Olga,Guevara,2019-03-08,3,Femenino
8149,E00008150,Dora,Ortega,2018-11-14,4,Femenino
8150,E00008151,Jesús,Forero,2017-11-10,5,Masculino
8151,E00008152,Vanessa,Murcia,2020-02-26,2,Femenino
8152,E00008153,Marina,García,2018-08-22,4,Femenino
8153,E00008154,Silvia,Paz,2020-03-23,2,Femenino
8154,E00008155,Steven,Galvis,2018-01-02,4,Masculino
8155,E00008156,Diana,Barragán,2018-05-21,4,Femenino
8156,E00008157,Marco,Díaz,2017-10-09,5,Masculino
8157,E00008158,Alfonso,Álvarez,2019-05-02,3,Masculino
8158,E00008159,Ana,Murillo,2020-08-16,2,Femenino
8159,E00008160,Margarita,Castro,2020-04-19,2,Femenino
8160,E00008161,Guillermo,Sepúlveda,2018-04-06,4,Masculino
8161,E00008162,José,Blanco,2020-06-29,2,Masculino
8162,E00008163,César,Ortiz,2019-05-13,3,Masculino
8163,E00008164,Bayron,Páez,2019-12-28,2,Masculino
8164,E00008165,César,Cano,2020-07-20,2,Masculino
8165,E00008166,José,Valderrama,2019-01-07,3,Masculino
8166,E00008167,Luis,Oviedo,2020-04-05,2,Masculino
8167,E00008168,Alirio,Parra,2018-02-12,4,Masculino
8168,E00008169,Sergio,Acosta,2020-04-26,2,Masculino
8169,E00008170,Sonia,Palacios,2018-01-19,4,Femenino
8170,E00008171,Yaneth,Duque,2020-05-26,2,Femenino
8171,E00008172,Alba,García,2020-08-21,2,Femenino
8172,E00008173,Camilo,Solano,2020-04-03,2,Masculino
8173,E00008174,Yair,Ramírez,2019-10-08,3,Masculino
8174,E00008175,Sofía,Vásquez,2020-05-26,2,Femenino
8175,E00008176,Alfonso,Rosero,2018-03-13,4,Masculino
8176,E00008177,Liliana,Zambrano,2019-11-21,3,Femenino
8177,E00008178,Felipe,Rodríguez,2019-04-16,3,Masculino
8178,E00008179,Ana,Romero,2019-01-28,3,Femenino
8179,E00008180,Beatriz,Benavides,2019-09-30,3,Femenino
8180,E00008181,Andrés,Díaz,2018-03-04,4,Masculino
8181,E00008182,Luz,Galvis,2018-02-01,4,Femenino
8182,E00008183,Carlos,Navarro,2019-04-19,3,Masculino
8183,E00008184,Mario,Gómez,2018-09-10,4,Masculino
8184,E00008185,Alejandra,Bolaños,2020-07-29,2,Femenino
8185,E00008186,Enrique,Chaparro,2019-10-29,3,Masculino
8186,E00008187,Jesús,Sarmiento,2019-07-21,3,Masculino
8187,E00008188,Jaime,Hernández,2018-12-25,3,Masculino
8188,E00008189,Silvio,Martínez,2020-05-19,2,Masculino
8189,E00008190,Rodrigo,Ramírez,2017-12-20,4,Masculino
8190,E00008191,Felipe,Rodríguez,2018-09-09,4,Masculino
8191,E00008192,Tatiana,Castellanos,2020-06-01,2,Femenino
8192,E00008193,Domingo,Rodríguez,2017-11-18,5,Masculino
8193,E00008194,Elizabeth,Sánchez,2019-11-23,3,Femenino
8194,E00008195,Alonso,Alzate,2019-11-27,3,Masculino
8195,E00008196,Gloria,Niño,2020-01-23,2,Femenino
8196,E00008197,Jaider,Ruiz,2018-10-11,4,Masculino
8197,E00008198,Tulia,Gómez,2018-02-22,4,Femenino
8198,E00008199,Andrés,Ochoa,2018-04-02,4,Masculino
8199,E00008200,Darwin,Alarcón,2019-08-12,3,Masculino
8200,E00008201,Guillermo,Rojas,2019-11-10,3,Masculino
8201,E00008202,Eugenia,Mendoza,2020-08-15,2,Femenino
8202,E00008203,Esperanza,Páez,2019-07-26,3,Femenino
8203,E00008204,Stiven,Orozco,2018-10-09,4,Masculino
8204,E00008205,Óscar,Becerra,2020-04-02,2,Masculino
8205,E00008206,Jhon,Sanabria,2020-02-15,2,Masculino
8206,E00008207,Javier,Jiménez,2018-06-29,4,Masculino
8207,E00008208,Patricia,Díaz,2018-08-14,4,Femenino
8208,E00008209,Karen,Osorio,2018-04-28,4,Femenino
8209,E00008210,Mónica,Ortiz,2017-12-31,4,Femenino
8210,E00008211,Víctor,Giraldo,2019-06-16,3,Masculino
8211,E00008212,Cristian,Bolívar,2017-12-04,5,Masculino
8212,E00008213,Humberto,Mejía,2019-08-12,3,Masculino
8213,E00008214,Ángela,Cáceres,2019-07-21,3,Femenino
8214,E00008215,Jeison,Vargas,2020-01-03,2,Masculino
8215,E00008216,Milena,Quintero,2018-04-22,4,Femenino
8216,E00008217,Inés,Vargas,2018-08-01,4,Femenino
8217,E00008218,Jorge,Montes,2018-04-03,4,Masculino
8218,E00008219,Antonio,García,2019-01-31,3,Masculino
8219,E00008220,María,Romero,2017-11-29,5,Femenino
8220,E00008221,Alberto,Caicedo,2019-11-27,3,Masculino
8221,E00008222,Teresa,Henao,2019-05-19,3,Femenino
8222,E00008223,Eduardo,Rodríguez,2017-12-20,4,Masculino
8223,E00008224,León,Villegas,2020-06-09,2,Masculino
8224,E00008225,Mery,Cano,2018-03-28,4,Femenino
8225,E00008226,Rafael,Peña,2019-05-20,3,Masculino
8226,E00008227,Beatriz,González,2018-03-29,4,Femenino
8227,E00008228,Natalia,Prieto,2018-04-20,4,Femenino
8228,E00008229,Alejandra,Daza,2019-05-27,3,Femenino
8229,E00008230,Claudia,García,2019-05-28,3,Femenino
8230,E00008231,María,Cuesta,2019-06-20,3,Femenino
8231,E00008232,Antonio,Lozano,2019-06-17,3,Masculino
8232,E00008233,Rosa,Castillo,2017-10-15,5,Femenino
8233,E00008234,Patricia,Gómez,2018-04-22,4,Femenino
8234,E00008235,Jesús,Díaz,2018-01-06,4,Masculino
8235,E00008236,Javier,Hurtado,2017-09-16,5,Masculino
8236,E00008237,Aura,Fernández,2018-06-29,4,Femenino
8237,E00008238,Graciela,Flórez,2018-07-01,4,Femenino
8238,E00008239,Martha,Ardila,2018-07-23,4,Femenino
8239,E00008240,Daniel,Zambrano,2019-12-22,2,Masculino
8240,E00008241,María,González,2017-10-07,5,Femenino
8241,E00008242,Felipe,González,2020-03-19,2,Masculino
8242,E00008243,Elena,Figueroa,2018-06-03,4,Femenino
8243,E00008244,Alberto,Ramírez,2018-10-19,4,Masculino
8244,E00008245,José,Pérez,2018-12-27,3,Masculino
8245,E00008246,Rosa,Contreras,2019-12-02,3,Femenino
8246,E00008247,Richard,Mosquera,2018-10-17,4,Masculino
8247,E00008248,Marina,Mendoza,2020-04-23,2,Femenino
8248,E00008249,Héctor,Narváez,2018-08-04,4,Masculino
8249,E00008250,Antonio,Ramírez,2018-08-27,4,Masculino
8250,E00008251,Patricia,Ríos,2018-06-07,4,Femenino
8251,E00008252,Humberto,Gamboa,2020-06-22,2,Masculino
8252,E00008253,Magdalena,Vásquez,2019-06-22,3,Femenino
8253,E00008254,Juan,García,2018-09-01,4,Masculino
8254,E00008255,Ivonne,López,2018-10-09,4,Femenino
8255,E00008256,Ángel,Ocampo,2020-02-26,2,Masculino
8256,E00008257,Victoria,Valencia,2020-05-04,2,Femenino
8257,E00008258,Yolima,Mosquera,2018-02-27,4,Femenino
8258,E00008259,Héctor,Orjuela,2019-12-09,2,Masculino
8259,E00008260,Carlos,Pardo,2019-10-08,3,Masculino
8260,E00008261,Jhon,Guevara,2018-01-19,4,Masculino
8261,E00008262,Jesús,Sanabria,2020-07-16,2,Masculino
8262,E00008263,Rosalba,Vásquez,2018-06-10,4,Femenino
8263,E00008264,Marcela,Manrique,2019-06-01,3,Femenino
8264,E00008265,Samuel,Vélez,2019-08-23,3,Masculino
8265,E00008266,William,Estrada,2018-12-10,3,Masculino
8266,E00008267,Julián,Tamayo,2017-12-21,4,Masculino
8267,E00008268,Camilo,Henao,2019-01-03,3,Masculino
8268,E00008269,Leonor,Sierra,2018-06-11,4,Femenino
8269,E00008270,William,Aguirre,2019-08-12,3,Masculino
8270,E00008271,Sandra,Castillo,2019-07-15,3,Femenino
8271,E00008272,Milena,Vélez,2018-03-02,4,Femenino
8272,E00008273,Fernando,López,2020-06-18,2,Masculino
8273,E00008274,Bernardo,Narváez,2018-11-03,4,Masculino
8274,E00008275,Claudia,Giraldo,2017-10-05,5,Femenino
8275,E00008276,Hernán,Duarte,2019-06-03,3,Masculino
8276,E00008277,Martha,López,2018-05-27,4,Femenino
8277,E00008278,Santiago,Hoyos,2018-12-13,3,Masculino
8278,E00008279,William,Gaitán,2018-10-08,4,Masculino
8279,E00008280,Emma,Agudelo,2017-12-24,4,Femenino
8280,E00008281,Armando,Gutiérrez,2018-08-05,4,Masculino
8281,E00008282,Beatriz,Henao,2019-03-21,3,Femenino
8282,E00008283,Juan,Osorio,2019-03-19,3,Masculino
8283,E00008284,Álvaro,Aguirre,2019-07-05,3,Masculino
8284,E00008285,Gladis,Cardona,2020-01-01,2,Femenino
8285,E00008286,William,Guerrero,2019-06-25,3,Masculino
8286,E00008287,Elena,Daza,2020-07-04,2,Femenino
8287,E00008288,Ramiro,Romero,2019-11-28,3,Masculino
8288,E00008289,Julián,Hernández,2020-06-02,2,Masculino
8289,E00008290,María,Sánchez,2020-04-02,2,Femenino
8290,E00008291,Mery,Romero,2020-02-02,2,Femenino
8291,E00008292,David,Córdoba,2019-11-08,3,Masculino
8292,E00008293,Juan,Rodríguez,2019-07-05,3,Masculino
8293,E00008294,Orlando,Muñoz,2020-04-27,2,Masculino
8294,E00008295,Nancy,Jiménez,2019-10-25,3,Femenino
8295,E00008296,Jairo,Sánchez,2019-08-12,3,Masculino
8296,E00008297,Carlos,Sierra,2020-01-07,2,Masculino
8297,E00008298,Vicente,Sánchez,2019-01-08,3,Masculino
8298,E00008299,Carlos,Mejía,2018-06-19,4,Masculino
8299,E00008300,Stella,Meza,2017-09-21,5,Femenino
8300,E00008301,Jhon,Forero,2019-11-30,3,Masculino
8301,E00008302,Julián,Barrera,2020-06-06,2,Masculino
8302,E00008303,Alberto,García,2019-05-15,3,Masculino
8303,E00008304,David,Campo,2018-04-12,4,Masculino
8304,E00008305,Santiago,Mora,2018-06-19,4,Masculino
8305,E00008306,Julián,Medina,2020-02-22,2,Masculino
8306,E00008307,Carolina,Ramos,2019-11-20,3,Femenino
8307,E00008308,Cristina,Rangel,2020-05-05,2,Femenino
8308,E00008309,Andrés,Ceballos,2017-11-02,5,Masculino
8309,E00008310,Luz,Álvarez,2018-06-11,4,Femenino
8310,E00008311,Luis,Barrios,2019-11-07,3,Masculino
8311,E00008312,Gerson,Ávila,2018-09-11,4,Masculino
8312,E00008313,Miguel,Yepes,2020-05-25,2,Masculino
8313,E00008314,Julián,Pardo,2018-06-20,4,Masculino
8314,E00008315,Laura,Narváez,2019-08-27,3,Femenino
8315,E00008316,Patricia,Muñoz,2020-07-13,2,Femenino
8316,E00008317,Dario,Acosta,2019-08-12,3,Masculino
8317,E00008318,Janeth,Pérez,2017-11-20,5,Femenino
8318,E00008319,Luis,Álvarez,2019-02-07,3,Masculino
8319,E00008320,Leonardo,Sandoval,2017-12-06,4,Masculino
8320,E00008321,Manuel,Ortiz,2020-01-20,2,Masculino
8321,E00008322,Martha,Reyes,2020-08-01,2,Femenino
8322,E00008323,María,Meneses,2019-08-19,3,Femenino
8323,E00008324,Luz,Álvarez,2019-01-12,3,Femenino
8324,E00008325,Milena,Sánchez,2018-09-25,4,Femenino
8325,E00008326,María,Silva,2019-02-23,3,Femenino
8326,E00008327,Henry,Carvajal,2017-09-05,5,Masculino
8327,E00008328,Jhon,Bolaños,2019-08-24,3,Masculino
8328,E00008329,Antonio,Hernández,2019-05-30,3,Masculino
8329,E00008330,Óscar,Martínez,2018-11-22,4,Masculino
8330,E00008331,Lizeth,Bastidas,2018-01-27,4,Femenino
8331,E00008332,Dairo,Forero,2018-07-30,4,Masculino
8332,E00008333,Jesús,Vanegas,2019-02-11,3,Masculino
8333,E00008334,Cecilia,Velandia,2020-03-13,2,Femenino
8334,E00008335,María,Carrillo,2018-07-24,4,Femenino
8335,E00008336,Marcela,Sánchez,2019-03-14,3,Femenino
8336,E00008337,Daniel,Hoyos,2018-04-13,4,Masculino
8337,E00008338,Sebastián,Restrepo,2017-11-07,5,Masculino
8338,E00008339,Virginia,Acosta,2019-05-09,3,Femenino
8339,E00008340,Jesús,Cruz,2020-03-31,2,Masculino
8340,E00008341,Sandra,Álvarez,2020-03-01,2,Femenino
8341,E00008342,Vicente,Giraldo,2019-10-09,3,Masculino
8342,E00008343,Giovanny,Puentes,2018-01-29,4,Masculino
8343,E00008344,Javier,Aguilar,2019-10-23,3,Masculino
8344,E00008345,Arnulfo,Sandoval,2018-05-23,4,Masculino
8345,E00008346,Marlene,Castellanos,2020-06-04,2,Femenino
8346,E00008347,Jhoana,Meneses,2019-09-24,3,Femenino
8347,E00008348,Fabián,Fuentes,2018-12-22,3,Masculino
8348,E00008349,Daniela,Castillo,2020-06-23,2,Femenino
8349,E00008350,María,Lara,2019-08-12,3,Femenino
8350,E00008351,Edgar,Vargas,2020-08-21,2,Masculino
8351,E00008352,Carlos,Ramírez,2018-04-06,4,Masculino
8352,E00008353,Carlos,Jaramillo,2018-09-02,4,Masculino
8353,E00008354,Juan,García,2019-05-31,3,Masculino
8354,E00008355,Reinaldo,Durán,2017-11-21,5,Masculino
8355,E00008356,Andrés,Bedoya,2019-10-07,3,Masculino
8356,E00008357,Carlos,Riascos,2019-11-18,3,Masculino
8357,E00008358,Alberto,Cortés,2019-07-15,3,Masculino
8358,E00008359,Alberto,Hernández,2018-11-14,4,Masculino
8359,E00008360,Eduardo,Rengifo,2019-01-29,3,Masculino
8360,E00008361,Edilma,Parra,2019-07-31,3,Femenino
8361,E00008362,Maritza,Muñoz,2019-12-11,2,Femenino
8362,E00008363,Erika,Martínez,2019-11-10,3,Femenino
8363,E00008364,Elkin,Beltrán,2017-12-26,4,Masculino
8364,E00008365,Mireya,Cárdenas,2018-01-10,4,Femenino
8365,E00008366,Henry,Gómez,2020-01-08,2,Masculino
8366,E00008367,Julio,Rubio,2017-12-20,4,Masculino
8367,E00008368,Hernán,Ortiz,2019-07-02,3,Masculino
8368,E00008369,Guillermo,Hoyos,2019-10-23,3,Masculino
8369,E00008370,Isabel,Marín,2019-05-30,3,Femenino
8370,E00008371,Claudia,González,2019-08-16,3,Femenino
8371,E00008372,Andrea,Castro,2019-06-15,3,Femenino
8372,E00008373,Andrea,Ospina,2017-10-30,5,Femenino
8373,E00008374,Andrés,Ortiz,2019-07-14,3,Masculino
8374,E00008375,Socorro,Bohórquez,2020-05-21,2,Femenino
8375,E00008376,Andrés,Soto,2017-11-20,5,Masculino
8376,E00008377,John,Gómez,2019-07-10,3,Masculino
8377,E00008378,Ricardo,González,2019-01-05,3,Masculino
8378,E00008379,Antonia,Cuesta,2017-10-29,5,Femenino
8379,E00008380,Heriberto,Páez,2017-11-24,5,Masculino
8380,E00008381,Alfonso,Guerrero,2020-08-31,2,Masculino
8381,E00008382,Eduardo,Vargas,2020-05-07,2,Masculino
8382,E00008383,Camilo,Mena,2019-05-30,3,Masculino
8383,E00008384,Paula,Núñez,2018-02-12,4,Femenino
8384,E00008385,José,Pabón,2017-10-25,5,Masculino
8385,E00008386,Jenny,Gómez,2018-08-19,4,Femenino
8386,E00008387,Amparo,Angarita,2019-03-29,3,Femenino
8387,E00008388,Ana,Fonseca,2019-03-11,3,Femenino
8388,E00008389,Cristian,Villamil,2020-07-24,2,Masculino
8389,E00008390,Luz,Gaviria,2018-12-01,4,Femenino
8390,E00008391,Cristian,Pérez,2018-12-26,3,Masculino
8391,E00008392,Laura,Quintero,2018-11-28,4,Femenino
8392,E00008393,Santiago,Orozco,2019-11-09,3,Masculino
8393,E00008394,Isabel,Bermúdez,2019-11-10,3,Femenino
8394,E00008395,Yesenia,Pérez,2019-11-02,3,Femenino
8395,E00008396,Alberto,Angarita,2018-06-14,4,Masculino
8396,E00008397,Ramiro,Gil,2018-10-19,4,Masculino
8397,E00008398,Andrés,González,2019-04-18,3,Masculino
8398,E00008399,Edison,Herrera,2019-02-16,3,Masculino
8399,E00008400,Jairo,López,2018-11-24,4,Masculino
8400,E00008401,José,Cano,2019-12-04,3,Masculino
8401,E00008402,Gustavo,Díaz,2018-10-20,4,Masculino
8402,E00008403,Juan,Ariza,2018-08-19,4,Masculino
8403,E00008404,Manuel,Chacón,2018-04-17,4,Masculino
8404,E00008405,Jorge,García,2020-04-13,2,Masculino
8405,E00008406,Hernando,Angulo,2020-04-07,2,Masculino
8406,E00008407,Diana,González,2019-09-17,3,Femenino
8407,E00008408,María,Gómez,2020-04-04,2,Femenino
8408,E00008409,Carlos,Ávila,2017-12-04,5,Masculino
8409,E00008410,Eugenia,Rivera,2019-08-31,3,Femenino
8410,E00008411,Rosa,Pardo,2019-08-03,3,Femenino
8411,E00008412,María,Correa,2018-05-30,4,Femenino
8412,E00008413,Alberto,Sánchez,2018-10-26,4,Masculino
8413,E00008414,Alberto,Vélez,2020-07-15,2,Masculino
8414,E00008415,Carolina,López,2017-11-14,5,Femenino
8415,E00008416,Jesús,Miranda,2017-09-29,5,Masculino
8416,E00008417,Magdalena,Cárdenas,2019-06-12,3,Femenino
8417,E00008418,Juan,Hernández,2019-10-11,3,Masculino
8418,E00008419,Adolfo,Sepúlveda,2020-03-10,2,Masculino
8419,E00008420,Vicente,Rentería,2018-05-17,4,Masculino
8420,E00008421,José,Martínez,2018-05-21,4,Masculino
8421,E00008422,David,Ramírez,2018-08-09,4,Masculino
8422,E00008423,Claudia,Londoño,2019-04-01,3,Femenino
8423,E00008424,Alexander,Barrera,2019-11-26,3,Masculino
8424,E00008425,Liceth,Miranda,2019-08-06,3,Femenino
8425,E00008426,José,Murcia,2020-08-22,2,Masculino
8426,E00008427,Manuel,Gamboa,2018-09-25,4,Masculino
8427,E00008428,Esteban,Benavides,2019-12-19,2,Masculino
8428,E00008429,Hilda,Gómez,2018-02-10,4,Femenino
8429,E00008430,Nelson,Zambrano,2018-07-14,4,Masculino
8430,E00008431,Alberto,Restrepo,2018-03-19,4,Masculino
8431,E00008432,Gloria,Díaz,2020-07-16,2,Femenino
8432,E00008433,Enrique,Bolívar,2017-10-26,5,Masculino
8433,E00008434,Jorge,Valderrama,2018-08-26,4,Masculino
8434,E00008435,Carlos,Sandoval,2018-07-12,4,Masculino
8435,E00008436,Julio,Parra,2019-09-15,3,Masculino
8436,E00008437,Ángel,Martínez,2019-01-09,3,Masculino
8437,E00008438,Marina,Chaparro,2019-04-04,3,Femenino
8438,E00008439,Fernando,Morales,2017-09-03,5,Masculino
8439,E00008440,Arbey,Morales,2020-06-27,2,Masculino
8440,E00008441,Hugo,Osorio,2020-08-22,2,Masculino
8441,E00008442,Susana,Mosquera,2020-04-22,2,Femenino
8442,E00008443,José,Cruz,2019-06-18,3,Masculino
8443,E00008444,Arley,Sierra,2019-09-08,3,Masculino
8444,E00008445,Luis,Rentería,2018-10-14,4,Masculino
8445,E00008446,María,Pérez,2018-08-27,4,Femenino
8446,E00008447,Elizabeth,López,2020-07-26,2,Femenino
8447,E00008448,Carlos,Camacho,2018-08-12,4,Masculino
